PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"29628290","The Immune Landscape of Cancer","Thorsson V, Gibbs DL, Brown SD, Wolf D, Bortone DS, Ou Yang TH, Porta-Pardo E, Gao GF, Plaisier CL, Eddy JA, Ziv E, Culhane AC, Paull EO, Sivakumar IKA, Gentles AJ, Malhotra R, Farshidfar F, Colaprico A, Parker JS, Mose LE, Vo NS, Liu J, Liu Y, Rader J, Dhankani V, Reynolds SM, Bowlby R, Califano A, Cherniack AD, Anastassiou D, Bedognetti D, Mokrab Y, Newman AM, Rao A, Chen K, Krasnitz A, Hu H, Malta TM, Noushmehr H, Pedamallu CS, Bullman S, Ojesina AI, Lamb A, Zhou W, Shen H, Choueiri TK, Weinstein JN, Guinney J, Saltz J, Holt RA, Rabkin CS; Cancer Genome Atlas Research Network, Lazar AJ, Serody JS, Demicco EG, Disis ML, Vincent BG, Shmulevich I.","Immunity. 2018 Apr 17;48(4):812-830.e14. doi: 10.1016/j.immuni.2018.03.023. Epub 2018 Apr 5.","Thorsson V","Immunity","2018","2018/04/10","PMC5982584","NIHMS958212","10.1016/j.immuni.2018.03.023"
"34358469","A proteogenomic portrait of lung squamous cell carcinoma","Satpathy S, Krug K, Jean Beltran PM, Savage SR, Petralia F, Kumar-Sinha C, Dou Y, Reva B, Kane MH, Avanessian SC, Vasaikar SV, Krek A, Lei JT, Jaehnig EJ, Omelchenko T, Geffen Y, Bergstrom EJ, Stathias V, Christianson KE, Heiman DI, Cieslik MP, Cao S, Song X, Ji J, Liu W, Li K, Wen B, Li Y, Gümüş ZH, Selvan ME, Soundararajan R, Visal TH, Raso MG, Parra ER, Babur Ö, Vats P, Anand S, Schraink T, Cornwell M, Rodrigues FM, Zhu H, Mo CK, Zhang Y, da Veiga Leprevost F, Huang C, Chinnaiyan AM, Wyczalkowski MA, Omenn GS, Newton CJ, Schurer S, Ruggles KV, Fenyö D, Jewell SD, Thiagarajan M, Mesri M, Rodriguez H, Mani SA, Udeshi ND, Getz G, Suh J, Li QK, Hostetter G, Paik PK, Dhanasekaran SM, Govindan R, Ding L, Robles AI, Clauser KR, Nesvizhskii AI, Wang P, Carr SA, Zhang B, Mani DR, Gillette MA; Clinical Proteomic Tumor Analysis Consortium.","Cell. 2021 Aug 5;184(16):4348-4371.e40. doi: 10.1016/j.cell.2021.07.016.","Satpathy S","Cell","2021","2021/08/06","PMC8475722","NIHMS1730863","10.1016/j.cell.2021.07.016"
"33893730","Drug repurposing for cancer treatment through global propagation with a greedy algorithm in a multilayer network","Cheng X, Zhao W, Zhu M, Wang B, Wang X, Yang X, Huang Y, Tan M, Li J.","Cancer Biol Med. 2021 Apr 24;19(1):74-89. doi: 10.20892/j.issn.2095-3941.2020.0218. Online ahead of print.","Cheng X","Cancer Biol Med","2021","2021/04/24","PMC8762999","","10.20892/j.issn.2095-3941.2020.0218"
"32816858","A Division of Labor between YAP and TAZ in Non-Small Cell Lung Cancer","Shreberk-Shaked M, Dassa B, Sinha S, Di Agostino S, Azuri I, Mukherjee S, Aylon Y, Blandino G, Ruppin E, Oren M.","Cancer Res. 2020 Oct 1;80(19):4145-4157. doi: 10.1158/0008-5472.CAN-20-0125. Epub 2020 Aug 14.","Shreberk-Shaked M","Cancer Res","2020","2020/08/21","PMC8916161","NIHMS1782246","10.1158/0008-5472.CAN-20-0125"
"35316812","Microwave Ablation for Malignant Central Airway Obstruction: A Pilot Study","Senitko M, Oberg CL, Abraham GE, Hillegass WB, Akhtar I, Folch E.","Respiration. 2022 Mar 22:1-9. doi: 10.1159/000522544. Online ahead of print.","Senitko M","Respiration","2022","2022/03/22","","","10.1159/000522544"
"34648115","Radiomics-based prediction of multiple gene alteration incorporating mutual genetic information in glioblastoma and grade 4 astrocytoma, IDH-mutant","Sohn B, An C, Kim D, Ahn SS, Han K, Kim SH, Kang SG, Chang JH, Lee SK.","J Neurooncol. 2021 Dec;155(3):267-276. doi: 10.1007/s11060-021-03870-z. Epub 2021 Oct 14.","Sohn B","J Neurooncol","2021","2021/10/14","PMC8651601","","10.1007/s11060-021-03870-z"
"32613027","Accounting for intraoperative brain shift ascribable to cavity collapse during intracranial tumor resection","Narasimhan S, Weis JA, Luo M, Simpson AL, Thompson RC, Miga MI.","J Med Imaging (Bellingham). 2020 May;7(3):031506. doi: 10.1117/1.JMI.7.3.031506. Epub 2020 Jun 22.","Narasimhan S","J Med Imaging (Bellingham)","2020","2020/07/03","PMC7306828","","10.1117/1.JMI.7.3.031506"
"35388021","Characteristics of immunophenotypes and immunological in tumor microenvironment and analysis of immune implication of CXCR4 in gastric cancer","Wen F, Lu X, Huang W, Chen X, Ruan S, Gu S, Gu P, Li Y, Liu J, Liu S, Shu P.","Sci Rep. 2022 Apr 6;12(1):5720. doi: 10.1038/s41598-022-08622-1.","Wen F","Sci Rep","2022","2022/04/07","PMC8986874","","10.1038/s41598-022-08622-1"
"30412224","Colorectal premalignancy is associated with consensus molecular subtypes 1 and 2","Chang K, Willis JA, Reumers J, Taggart MW, San Lucas FA, Thirumurthi S, Kanth P, Delker DA, Hagedorn CH, Lynch PM, Ellis LM, Hawk ET, Scheet PA, Kopetz S, Arts J, Guinney J, Dienstmann R, Vilar E.","Ann Oncol. 2018 Oct 1;29(10):2061-2067. doi: 10.1093/annonc/mdy337.","Chang K","Ann Oncol","2018","2018/11/10","PMC6225810","","10.1093/annonc/mdy337"
"31980985","Prognostic Molecular Classification of Appendiceal Mucinous Neoplasms Treated with Cytoreductive Surgery and Hyperthermic Intraperitoneal Chemotherapy","Su J, Jin G, Votanopoulos KI, Craddock L, Shen P, Chou JW, Qasem S, O'Neill SS, Perry KC, Miller LD, Levine EA.","Ann Surg Oncol. 2020 May;27(5):1439-1447. doi: 10.1245/s10434-020-08210-5. Epub 2020 Jan 24.","Su J","Ann Surg Oncol","2020","2020/01/26","PMC7147286","NIHMS1562369","10.1245/s10434-020-08210-5"
"28903348","Nuclear receptor NR4A1 is a tumor suppressor down-regulated in triple-negative breast cancer","Wu H, Bi J, Peng Y, Huo L, Yu X, Yang Z, Zhou Y, Qin L, Xu Y, Liao L, Xie Y, Conneely OM, Jonkers J, Xu J.","Oncotarget. 2017 Apr 29;8(33):54364-54377. doi: 10.18632/oncotarget.17532. eCollection 2017 Aug 15.","Wu H","Oncotarget","2017","2017/09/15","PMC5589587","","10.18632/oncotarget.17532"
"34561273","Combinatorial CRISPR/Cas9 Screening Reveals Epistatic Networks of Interacting Tumor Suppressor Genes and Therapeutic Targets in Human Breast Cancer","Zhao X, Li J, Liu Z, Powers S.","Cancer Res. 2021 Dec 15;81(24):6090-6105. doi: 10.1158/0008-5472.CAN-21-2555. Epub 2021 Sep 24.","Zhao X","Cancer Res","2021","2021/09/25","","","10.1158/0008-5472.CAN-21-2555"
"29387234","Cadherin 17 is related to recurrence and poor prognosis of cytokeratin 19-positive hepatocellular carcinoma","Lee CW, Lin SE, Tsai HI, Su PJ, Hsieh CH, Kuo YC, Sung CM, Lin CY, Tsai CN, Yu MC.","Oncol Lett. 2018 Jan;15(1):559-567. doi: 10.3892/ol.2017.7320. Epub 2017 Nov 1.","Lee CW","Oncol Lett","2018","2018/02/02","PMC5768062","","10.3892/ol.2017.7320"
"31212918","TargetAntiAngio: A Sequence-Based Tool for the Prediction and Analysis of Anti-Angiogenic Peptides","Laengsri V, Nantasenamat C, Schaduangrat N, Nuchnoi P, Prachayasittikul V, Shoombuatong W.","Int J Mol Sci. 2019 Jun 17;20(12):2950. doi: 10.3390/ijms20122950.","Laengsri V","Int J Mol Sci","2019","2019/06/20","PMC6628072","","10.3390/ijms20122950"
"25707537","Computational cell fate modelling for discovery of rewiring in apoptotic network for enhanced cancer drug sensitivity","Mishra SK, Bhowmick SS, Chua H, Zhang F, Zheng J.","BMC Syst Biol. 2015;9 Suppl 1(Suppl 1):S4. doi: 10.1186/1752-0509-9-S1-S4. Epub 2015 Jan 21.","Mishra SK","BMC Syst Biol","2015","2015/02/25","PMC4331679","","10.1186/1752-0509-9-S1-S4"
"31640109","Radiomics study for differentiating gastric cancer from gastric stromal tumor based on contrast-enhanced CT images","Sun ZQ, Hu SD, Li J, Wang T, Duan SF, Wang J.","J Xray Sci Technol. 2019;27(6):1021-1031. doi: 10.3233/XST-190574.","Sun ZQ","J Xray Sci Technol","2019","2019/10/24","","","10.3233/XST-190574"
"28368441","Concordance of blood- and tumor-based detection of RAS mutations to guide anti-EGFR therapy in metastatic colorectal cancer","Grasselli J, Elez E, Caratù G, Matito J, Santos C, Macarulla T, Vidal J, Garcia M, Viéitez JM, Paéz D, Falcó E, Lopez Lopez C, Aranda E, Jones F, Sikri V, Nuciforo P, Fasani R, Tabernero J, Montagut C, Azuara D, Dienstmann R, Salazar R, Vivancos A.","Ann Oncol. 2017 Jun 1;28(6):1294-1301. doi: 10.1093/annonc/mdx112.","Grasselli J","Ann Oncol","2017","2017/04/04","PMC5834108","","10.1093/annonc/mdx112"
"27740698","A practical decision-tree model to predict complexity of reconstructive surgery after periocular basal cell carcinoma excision","Tan E, Lin F, Sheck L, Salmon P, Ng S.","J Eur Acad Dermatol Venereol. 2017 Apr;31(4):717-723. doi: 10.1111/jdv.14012. Epub 2016 Nov 2.","Tan E","J Eur Acad Dermatol Venereol","2017","2016/10/15","","","10.1111/jdv.14012"
"31693978","Resting-state functional connectivity predicts individual language impairment of patients with left hemispheric gliomas involving language network","Yuan B, Zhang N, Yan J, Cheng J, Lu J, Wu J.","Neuroimage Clin. 2019;24:102023. doi: 10.1016/j.nicl.2019.102023. Epub 2019 Oct 19.","Yuan B","Neuroimage Clin","2019","2019/11/07","PMC6838935","","10.1016/j.nicl.2019.102023"
"33226952","aWCluster: A Novel Integrative Network-based Clustering of Multiomics for Subtype Analysis of Cancer Data","Pouryahya M, Oh JH, Javanmard P, Mathews JC, Belkhatir Z, Deasy JO, Tannenbaum A.","IEEE/ACM Trans Comput Biol Bioinform. 2020 Nov 23;PP. doi: 10.1109/TCBB.2020.3039511. Online ahead of print.","Pouryahya M","IEEE/ACM Trans Comput Biol Bioinform","2020","2020/11/23","","","10.1109/TCBB.2020.3039511"
"31026288","Computational modeling of pancreatic cancer patients receiving FOLFIRINOX and gemcitabine-based therapies identifies optimum intervention strategies","Yamamoto KN, Nakamura A, Liu LL, Stein S, Tramontano AC, Kartoun U, Shimizu T, Inoue Y, Asakuma M, Haeno H, Kong CY, Uchiyama K, Gonen M, Hur C, Michor F.","PLoS One. 2019 Apr 26;14(4):e0215409. doi: 10.1371/journal.pone.0215409. eCollection 2019.","Yamamoto KN","PLoS One","2019","2019/04/27","PMC6485645","","10.1371/journal.pone.0215409"
"33724652","ARL4C might serve as a prognostic factor and a novel therapeutic target for gastric cancer: bioinformatics analyses and biological experiments","Xie N, Bai Y, Qiao L, Bai Y, Wu J, Li Y, Jiang M, Xu B, Ni Z, Yuan T, Shi Y, Wu K, Xu F, Wang J, Dong L, Liu N.","J Cell Mol Med. 2021 Apr;25(8):4014-4027. doi: 10.1111/jcmm.16366. Epub 2021 Mar 16.","Xie N","J Cell Mol Med","2021","2021/03/16","PMC8051716","","10.1111/jcmm.16366"
"33425674","Osteoblasts derived from mouse mandible enhance tumor growth of prostate cancer more than osteoblasts derived from long bone","Eber MR, Park SH, Contino KF, Patel CM, Hsu FC, Shiozawa Y.","J Bone Oncol. 2020 Dec 30;26:100346. doi: 10.1016/j.jbo.2020.100346. eCollection 2021 Feb.","Eber MR","J Bone Oncol","2020","2021/01/11","PMC7779864","","10.1016/j.jbo.2020.100346"
"33968735","SOLTI-1805 TOT-HER3 Study Concept: A Window-of-Opportunity Trial of Patritumab Deruxtecan, a HER3 Directed Antibody Drug Conjugate, in Patients With Early Breast Cancer","Pascual T, Oliveira M, Ciruelos E, Bellet Ezquerra M, Saura C, Gavilá J, Pernas S, Muñoz M, Vidal MJ, Margelí Vila M, Cejalvo JM, González-Farré B, Espinosa-Bravo M, Cruz J, Salvador-Bofill FJ, Guerra JA, Luna Barrera AM, Arumi de Dios M, Esker S, Fan PD, Martínez-Sáez O, Villacampa G, Paré L, Ferrero-Cafiero JM, Villagrasa P, Prat A.","Front Oncol. 2021 Apr 23;11:638482. doi: 10.3389/fonc.2021.638482. eCollection 2021.","Pascual T","Front Oncol","2021","2021/05/10","PMC8103897","","10.3389/fonc.2021.638482"
"30529546","Rational design of 5-((1H-imidazol-1-yl)methyl)quinolin-8-ol derivatives as novel bromodomain-containing protein 4 inhibitors","Xing J, Zhang R, Jiang X, Hu T, Wang X, Qiao G, Wang J, Yang F, Luo X, Chen K, Shen J, Luo C, Jiang H, Zheng M.","Eur J Med Chem. 2019 Feb 1;163:281-294. doi: 10.1016/j.ejmech.2018.11.018. Epub 2018 Nov 16.","Xing J","Eur J Med Chem","2019","2018/12/12","","","10.1016/j.ejmech.2018.11.018"
"29802456","Machine learning identifies a core gene set predictive of acquired resistance to EGFR tyrosine kinase inhibitor","Kim YR, Kim SY.","J Cancer Res Clin Oncol. 2018 Aug;144(8):1435-1444. doi: 10.1007/s00432-018-2676-7. Epub 2018 May 25.","Kim YR","J Cancer Res Clin Oncol","2018","2018/05/27","","","10.1007/s00432-018-2676-7"
"29304138","The use of automated Ki67 analysis to predict Oncotype DX risk-of-recurrence categories in early-stage breast cancer","Thakur SS, Li H, Chan AMY, Tudor R, Bigras G, Morris D, Enwere EK, Yang H.","PLoS One. 2018 Jan 5;13(1):e0188983. doi: 10.1371/journal.pone.0188983. eCollection 2018.","Thakur SS","PLoS One","2018","2018/01/06","PMC5755729","","10.1371/journal.pone.0188983"
"32218835","Gene expression profiling identified TP53(Mut)PIK3CA(Wild) as a potential biomarker for patients with triple-negative breast cancer treated with immune checkpoint inhibitors","Cheng J, Ding X, Xu S, Zhu B, Jia Q.","Oncol Lett. 2020 Apr;19(4):2817-2824. doi: 10.3892/ol.2020.11381. Epub 2020 Feb 10.","Cheng J","Oncol Lett","2020","2020/03/29","PMC7068237","","10.3892/ol.2020.11381"
"29899550","Using deep convolutional neural networks to identify and classify tumor-associated stroma in diagnostic breast biopsies","Ehteshami Bejnordi B, Mullooly M, Pfeiffer RM, Fan S, Vacek PM, Weaver DL, Herschorn S, Brinton LA, van Ginneken B, Karssemeijer N, Beck AH, Gierach GL, van der Laak JAWM, Sherman ME.","Mod Pathol. 2018 Oct;31(10):1502-1512. doi: 10.1038/s41379-018-0073-z. Epub 2018 Jun 13.","Ehteshami Bejnordi B","Mod Pathol","2018","2018/06/15","PMC6752036","NIHMS1046722","10.1038/s41379-018-0073-z"
"30145131","Mathematical modeling of the proliferation gradient in multicellular tumor spheroids","Michel T, Fehrenbach J, Lobjois V, Laurent J, Gomes A, Colin T, Poignard C.","J Theor Biol. 2018 Dec 7;458:133-147. doi: 10.1016/j.jtbi.2018.08.031. Epub 2018 Aug 24.","Michel T","J Theor Biol","2018","2018/08/27","","","10.1016/j.jtbi.2018.08.031"
"27379802","Humoral Dysregulation Associated with Increased Systemic Inflammation among Injection Heroin Users","Piepenbrink MS, Samuel M, Zheng B, Carter B, Fucile C, Bunce C, Kiebala M, Khan AA, Thakar J, Maggirwar SB, Morse D, Rosenberg AF, Haughey NJ, Valenti W, Keefer MC, Kobie JJ.","PLoS One. 2016 Jul 5;11(7):e0158641. doi: 10.1371/journal.pone.0158641. eCollection 2016.","Piepenbrink MS","PLoS One","2016","2016/07/06","PMC4933366","","10.1371/journal.pone.0158641"
"24392136","DACH1: its role as a classifier of long term good prognosis in luminal breast cancer","Powe DG, Dhondalay GK, Lemetre C, Allen T, Habashy HO, Ellis IO, Rees R, Ball GR.","PLoS One. 2014 Jan 2;9(1):e84428. doi: 10.1371/journal.pone.0084428. eCollection 2014.","Powe DG","PLoS One","2014","2014/01/07","PMC3879319","","10.1371/journal.pone.0084428"
"27257279","Multimodal imaging patterns predict survival in recurrent glioblastoma patients treated with bevacizumab","Chang K, Zhang B, Guo X, Zong M, Rahman R, Sanchez D, Winder N, Reardon DA, Zhao B, Wen PY, Huang RY.","Neuro Oncol. 2016 Dec;18(12):1680-1687. doi: 10.1093/neuonc/now086. Epub 2016 May 4.","Chang K","Neuro Oncol","2016","2016/06/04","PMC6693191","","10.1093/neuonc/now086"
"26746583","High-Content Analysis of Breast Cancer Using Single-Cell Deep Transfer Learning","Kandaswamy C, Silva LM, Alexandre LA, Santos JM.","J Biomol Screen. 2016 Mar;21(3):252-9. doi: 10.1177/1087057115623451. Epub 2016 Jan 8.","Kandaswamy C","J Biomol Screen","2016","2016/01/10","","","10.1177/1087057115623451"
"35247885","Comprehensive Analysis of Metabolic Isozyme Targets in Cancer","Marczyk M, Gunasekharan V, Casadevall D, Qing T, Foldi J, Sehgal R, Shan NL, Blenman KRM, O'Meara TA, Umlauf S, Surovtseva YV, Muthusamy V, Rinehart J, Perry RJ, Kibbey R, Hatzis C, Pusztai L.","Cancer Res. 2022 May 3;82(9):1698-1711. doi: 10.1158/0008-5472.CAN-21-3983.","Marczyk M","Cancer Res","2022","2022/03/05","","","10.1158/0008-5472.CAN-21-3983"
"24205039","CanDrA: cancer-specific driver missense mutation annotation with optimized features","Mao Y, Chen H, Liang H, Meric-Bernstam F, Mills GB, Chen K.","PLoS One. 2013 Oct 30;8(10):e77945. doi: 10.1371/journal.pone.0077945. eCollection 2013.","Mao Y","PLoS One","2013","2013/11/09","PMC3813554","","10.1371/journal.pone.0077945"
"34376576","T Cell-Mediated Antitumor Immunity Cooperatively Induced By TGFβR1 Antagonism and Gemcitabine Counteracts Reformation of the Stromal Barrier in Pancreatic Cancer","Li D, Schaub N, Guerin TM, Bapiro TE, Richards FM, Chen V, Talsania K, Kumar P, Gilbert DJ, Schlomer JJ, Kim SJ, Sorber R, Teper Y, Bautista W, Palena C, Ock CY, Jodrell DI, Pate N, Mehta M, Zhao Y, Kozlov S, Rudloff U.","Mol Cancer Ther. 2021 Oct;20(10):1926-1940. doi: 10.1158/1535-7163.MCT-20-0620. Epub 2021 Aug 10.","Li D","Mol Cancer Ther","2021","2021/08/11","PMC8492543","NIHMS1733281","10.1158/1535-7163.MCT-20-0620"
"29698921","Design, synthesis and evaluation of novel sulfonamides as potential anticancer agents","Kachaeva MV, Hodyna DM, Semenyuta IV, Pilyo SG, Prokopenko VM, Kovalishyn VV, Metelytsia LO, Brovarets VS.","Comput Biol Chem. 2018 Jun;74:294-303. doi: 10.1016/j.compbiolchem.2018.04.006. Epub 2018 Apr 10.","Kachaeva MV","Comput Biol Chem","2018","2018/04/27","","","10.1016/j.compbiolchem.2018.04.006"
"30824526","Cholesterol Sulfotransferase SULT2B1b Modulates Sensitivity to Death Receptor Ligand TNFα in Castration-Resistant Prostate Cancer","Vickman RE, Yang J, Lanman NA, Cresswell GM, Zheng F, Zhang C, Doerge RW, Crist SA, Mesecar AD, Hu CD, Ratliff TL.","Mol Cancer Res. 2019 Jun;17(6):1253-1263. doi: 10.1158/1541-7786.MCR-18-1054. Epub 2019 Mar 1.","Vickman RE","Mol Cancer Res","2019","2019/03/03","PMC6548593","NIHMS1523157","10.1158/1541-7786.MCR-18-1054"
"29617843","In vivo evaluation of EGFRvIII mutation in primary glioblastoma patients via complex multiparametric MRI signature","Akbari H, Bakas S, Pisapia JM, Nasrallah MP, Rozycki M, Martinez-Lage M, Morrissette JJD, Dahmane N, O'Rourke DM, Davatzikos C.","Neuro Oncol. 2018 Jul 5;20(8):1068-1079. doi: 10.1093/neuonc/noy033.","Akbari H","Neuro Oncol","2018","2018/04/05","PMC6280148","","10.1093/neuonc/noy033"
"28870617","Spatial vs. non-spatial eco-evolutionary dynamics in a tumor growth model","You L, Brown JS, Thuijsman F, Cunningham JJ, Gatenby RA, Zhang J, Staňková K.","J Theor Biol. 2017 Dec 21;435:78-97. doi: 10.1016/j.jtbi.2017.08.022. Epub 2017 Sep 21.","You L","J Theor Biol","2017","2017/09/06","","","10.1016/j.jtbi.2017.08.022"
"24006217","Quantitative functional MRI biomarkers improved early detection of colorectal liver metastases","Edrei Y, Freiman M, Sklair-Levy M, Tsarfaty G, Gross E, Joskowicz L, Abramovitch R.","J Magn Reson Imaging. 2014 May;39(5):1246-53. doi: 10.1002/jmri.24270. Epub 2013 Sep 4.","Edrei Y","J Magn Reson Imaging","2014","2013/09/06","","","10.1002/jmri.24270"
"26476078","Identification of a Selective G1-Phase Benzimidazolone Inhibitor by a Senescence-Targeted Virtual Screen Using Artificial Neural Networks","Bilsland AE, Pugliese A, Liu Y, Revie J, Burns S, McCormick C, Cairney CJ, Bower J, Drysdale M, Narita M, Sadaie M, Keith WN.","Neoplasia. 2015 Sep;17(9):704-715. doi: 10.1016/j.neo.2015.08.009.","Bilsland AE","Neoplasia","2015","2015/10/18","PMC4611071","","10.1016/j.neo.2015.08.009"
"30527295","CT texture analysis as predictive factor in metastatic lung adenocarcinoma treated with tyrosine kinase inhibitors (TKIs)","Ravanelli M, Agazzi GM, Ganeshan B, Roca E, Tononcelli E, Bettoni V, Caprioli A, Borghesi A, Berruti A, Maroldi R, Farina D.","Eur J Radiol. 2018 Dec;109:130-135. doi: 10.1016/j.ejrad.2018.10.016. Epub 2018 Oct 24.","Ravanelli M","Eur J Radiol","2018","2018/12/12","","","10.1016/j.ejrad.2018.10.016"
"30038373","Biostatistics mining associated method identifies AKR1B10 enhancing hepatocellular carcinoma cell growth and degenerated by miR-383-5p","Wang J, Zhou Y, Fei X, Chen X, Chen Y.","Sci Rep. 2018 Jul 23;8(1):11094. doi: 10.1038/s41598-018-29271-3.","Wang J","Sci Rep","2018","2018/07/25","PMC6056456","","10.1038/s41598-018-29271-3"
"27179459","Machine learning approaches for discrimination of Extracellular Matrix proteins using hybrid feature space","Ali F, Hayat M.","J Theor Biol. 2016 Aug 21;403:30-37. doi: 10.1016/j.jtbi.2016.05.011. Epub 2016 May 11.","Ali F","J Theor Biol","2016","2016/05/16","","","10.1016/j.jtbi.2016.05.011"
"34706240","Lymphocyte access to lymphoma is impaired by high endothelial venule regression","Menzel L, Zschummel M, Crowley T, Franke V, Grau M, Ulbricht C, Hauser A, Siffrin V, Bajénoff M, Acton SE, Akalin A, Lenz G, Willimsky G, Höpken UE, Rehm A.","Cell Rep. 2021 Oct 26;37(4):109878. doi: 10.1016/j.celrep.2021.109878.","Menzel L","Cell Rep","2021","2021/10/27","PMC8567313","","10.1016/j.celrep.2021.109878"
"34768100","Single-cell RNA sequencing to characterize the response of pancreatic cancer to anti-PD-1 immunotherapy","Zhou J, Jiang Y, Huang Y, Wang Q, Kaifi JT, Kimchi ET, Chabu CY, Liu Z, Joshi T, Li G.","Transl Oncol. 2022 Jan;15(1):101262. doi: 10.1016/j.tranon.2021.101262. Epub 2021 Nov 9.","Zhou J","Transl Oncol","2022","2021/11/12","PMC8591363","","10.1016/j.tranon.2021.101262"
"35267418","Contrast MR-Based Radiomics and Machine Learning Analysis to Assess Clinical Outcomes following Liver Resection in Colorectal Liver Metastases: A Preliminary Study","Granata V, Fusco R, De Muzio F, Cutolo C, Setola SV, Dell' Aversana F, Ottaiano A, Avallone A, Nasti G, Grassi F, Pilone V, Miele V, Brunese L, Izzo F, Petrillo A.","Cancers (Basel). 2022 Feb 22;14(5):1110. doi: 10.3390/cancers14051110.","Granata V","Cancers (Basel)","2022","2022/03/10","PMC8909569","","10.3390/cancers14051110"
"32796005","Somatic structural variation targets neurodevelopmental genes and identifies SHANK2 as a tumor suppressor in neuroblastoma","Lopez G, Conkrite KL, Doepner M, Rathi KS, Modi A, Vaksman Z, Farra LM, Hyson E, Noureddine M, Wei JS, Smith MA, Asgharzadeh S, Seeger RC, Khan J, Auvil JG, Gerhard DS, Maris JM, Diskin SJ.","Genome Res. 2020 Sep;30(9):1228-1242. doi: 10.1101/gr.252106.119. Epub 2020 Aug 13.","Lopez G","Genome Res","2020","2020/08/16","PMC7545140","","10.1101/gr.252106.119"
"29436393","Therapeutically targeting tumor microenvironment-mediated drug resistance in estrogen receptor-positive breast cancer","Shee K, Yang W, Hinds JW, Hampsch RA, Varn FS, Traphagen NA, Patel K, Cheng C, Jenkins NP, Kettenbach AN, Demidenko E, Owens P, Faber AC, Golub TR, Straussman R, Miller TW.","J Exp Med. 2018 Mar 5;215(3):895-910. doi: 10.1084/jem.20171818. Epub 2018 Feb 7.","Shee K","J Exp Med","2018","2018/02/14","PMC5839765","","10.1084/jem.20171818"
"35269297","Machine Learning-Assisted Dual-Marker Detection in Serum Small Extracellular Vesicles for the Diagnosis and Prognosis Prediction of Non-Small Cell Lung Cancer","Li W, Zhu L, Li K, Ye S, Wang H, Wang Y, Xue J, Wang C, Li S, Liang N, Yang Y.","Nanomaterials (Basel). 2022 Feb 28;12(5):809. doi: 10.3390/nano12050809.","Li W","Nanomaterials (Basel)","2022","2022/03/10","PMC8912499","","10.3390/nano12050809"
"33052557","The novel low molecular weight MYC antagonist MYCMI-6 inhibits proliferation and induces apoptosis in breast cancer cells","AlSultan D, Kavanagh E, O'Grady S, Eustace AJ, Castell A, Larsson LG, Crown J, Madden SF, Duffy MJ.","Invest New Drugs. 2021 Apr;39(2):587-594. doi: 10.1007/s10637-020-01018-w. Epub 2020 Oct 14.","AlSultan D","Invest New Drugs","2021","2020/10/14","","","10.1007/s10637-020-01018-w"
"35490641","Modeling the efficacy of different anti-angiogenic drugs on treatment of solid tumors using 3D computational modeling and machine learning","Mousavi M, Manshadi MD, Soltani M, Kashkooli FM, Rahmim A, Mosavi A, Kvasnica M, Atkinson PM, Kovács L, Koltay A, Kiss N, Adeli H.","Comput Biol Med. 2022 Apr 18;146:105511. doi: 10.1016/j.compbiomed.2022.105511. Online ahead of print.","Mousavi M","Comput Biol Med","2022","2022/05/01","","","10.1016/j.compbiomed.2022.105511"
